10.1002/slct.201701406
10.1016/j.ijhydene.2013.12.140
10.1166/jnn.2019.16915
10.1039/d0ta12120g
10.1021/acsami.0c07703
10.1007/s10800-018-1155-9
10.1016/j.snb.2012.06.073
10.1016/j.jpowsour.2017.03.068
10.1039/c4ra04157g
10.1186/s11671-016-1653-9
10.1016/j.molcata.2016.06.002
10.1007/s12274-019-2305-z
10.1149/1.3635664
10.1016/j.proeng.2017.04.143
10.1039/d2ra03248a
10.1021/ie00020a013
10.1088/1742-6596/1386/1/012045
10.24275/rmiq/Cat2346
10.1016/S0043-1354(98)00307-8
10.1016/j.jcis.2019.11.009
10.1016/j.cattod.2011.03.042
10.1039/c3ra23391j
10.1039/d0cp02541k
10.1021/ja205649z
10.12693/APhysPolA.126.963
10.1016/j.matchemphys.2020.123479
10.1021/ie0491995
10.1016/j.ijhydene.2019.11.031
10.1039/c3ta10657h
10.1016/j.molcata.2008.03.027
10.1016/j.ijhydene.2021.11.224
10.1016/j.electacta.2015.02.068
10.1038/s41467-021-21156-w
10.1016/j.micromeso.2011.02.014
10.1016/j.ijhydene.2021.08.079
10.1016/j.clay.2014.02.029
10.1016/j.electacta.2014.11.072
10.1039/c0nr00773k
10.1177/0954407012446911
10.3866/PKU.WHXB20090918
10.1016/j.apsusc.2022.152529
10.1039/c7ra03659k
10.1016/j.catcom.2012.01.023
10.1016/j.apcatb.2014.11.022
10.1038/s41467-021-27456-5
10.3390/pr8060712
10.14447/jnmes.v14i2.113
10.1016/j.electacta.2011.10.071
10.1016/j.ijhydene.2012.03.062
10.1016/j.electacta.2009.11.043
10.1016/j.ijhydene.2013.06.017
10.1016/j.ijhydene.2010.11.051
10.1006/jcat.1995.1340
10.1021/acs.oprd.0c00138
10.1149/1.2192707
10.1016/j.jpowsour.2009.08.079
10.4028/www.scientific.net/SSP.121-123.483
10.1016/j.ijhydene.2012.02.116
10.1021/cs400223g
10.1016/j.apcatb.2010.06.020
10.1021/acs.iecr.8b04214
10.1016/j.electacta.2014.08.121
10.1021/acsami.8b14563
10.1007/s10562-008-9688-x
10.1016/j.snb.2005.11.036
10.1039/c9ta10886f
10.1016/j.matlet.2021.131078
10.1039/c6ra19256d
10.1149/1.3635700
10.1039/c6cy01361a
10.1021/acscatal.0c03860
10.1042/bj0470369
10.1016/j.apcata.2010.04.020
10.1002/eem2.12134
10.1016/j.jpowsour.2013.01.048
10.1016/j.apsusc.2007.10.086
10.1016/j.apcatb.2014.05.025
10.1080/24701556.2021.1980035
10.1002/cctc.201100215
10.1016/j.jiec.2013.04.028
10.1021/jo2003264
10.1016/j.jre.2018.10.014
10.1006/jcat.2001.3426
10.1016/j.ijhydene.2016.07.188
10.1007/s10562-009-0024-x
10.1016/j.jcis.2007.07.077
10.1021/jp062179r
10.3866/PKU.WHXB20040613
10.1007/s11244-015-0439-0
10.1016/j.carbon.2004.07.018
10.1080/03067319.2020.1790541
10.1021/acssuschemeng.8b06193
10.1515/HF.2011.069
10.1016/j.matchemphys.2018.11.056
10.1149/2.0401506jes
10.3389/fenvs.2021.783313
10.1016/j.scitotenv.2022.153873
10.1039/c5cy01195g
10.1016/j.proche.2014.12.036
10.1016/j.susc.2015.12.009
10.1021/acs.langmuir.1c02816
10.3866/PKU.WHXB20101214
10.1002/anie.201104722
10.1039/d0nj00130a
10.1016/j.cej.2017.03.117
10.1002/kin.550270103
10.1080/15567036.2020.1758247
10.1021/acsami.9b15311
10.1016/j.diamond.2014.08.015
10.1016/j.jpowsour.2007.06.046
10.1016/j.apcata.2019.117310
10.1016/j.jhazmat.2010.03.051
10.1016/j.matchemphys.2021.125527
10.1149/1.3635662
10.1016/j.indcrop.2020.113055
10.1039/c7cy01295k
10.20964/2018.02.23
10.24200/sci.2017.4428
10.1016/j.poly.2008.12.044
10.1007/s10562-009-0104-y
10.1016/j.ijhydene.2009.09.075
10.1149/05801.1733ecst
10.1016/j.apcatb.2011.09.031
10.1016/j.apcatb.2013.01.025
10.1016/j.fuel.2014.01.088
10.1080/00397911.2016.1140784
10.1002/jcc.25610
10.5806/AST.2013.26.1.042
10.1590/S0103-50532013000100010
10.1039/c3cp51183a
10.1016/j.cej.2021.132337
10.1016/j.jpowsour.2013.12.036
10.1016/j.scitotenv.2020.139951
10.1016/j.ijhydene.2020.07.223
10.1023/A:1016097128696
10.1039/c1cy00021g
10.1016/j.elecom.2007.05.028
10.1149/2.0631813jes
10.1016/j.apcatb.2009.02.012
10.1126/science.1093045
10.1016/j.electacta.2011.12.112
10.1016/j.jpowsour.2007.11.015
10.1016/j.fuel.2022.124900
10.1016/j.electacta.2016.01.126
10.1007/s10562-010-0508-8
10.1021/acssuschemeng.7b01837
10.1016/j.jcis.2017.11.012
10.1016/j.biortech.2007.03.063
10.3390/catal10040380
10.1016/j.apcata.2011.06.026
10.1016/j.jpcs.2020.109562
10.1016/j.jcis.2020.05.095
10.1016/j.ijhydene.2017.10.182
10.1149/2.073308jes
10.1039/c6cy01275b
10.1016/j.jelechem.2014.01.026
10.1016/j.jcat.2005.10.010
10.1016/j.ijhydene.2011.01.079
10.1021/acs.est.8b03696
10.1039/c5nj02098k
10.1039/c8ta11538a
10.1557/adv.2020.379
10.1016/j.ijhydene.2014.07.027
10.1016/j.ijhydene.2012.03.111
10.1016/j.ijhydene.2011.02.142
10.1016/j.matchemphys.2018.09.066
10.4315/0362-028X-40.1.25
10.1016/j.apcatb.2013.04.038
10.1039/d1nj02654b
10.1016/j.inoche.2008.04.037
10.3866/PKU.WHXB201604144
10.1016/j.jpowsour.2015.05.097
10.1016/j.electacta.2007.10.036
10.1016/j.electacta.2017.01.106
10.1016/j.jelechem.2020.114663
10.1016/j.apcatb.2008.04.006
10.1016/j.jpowsour.2004.03.003
10.1016/j.jcat.2006.12.013
10.1016/j.jcis.2018.10.055
10.1016/j.jcat.2019.09.031
10.1016/j.cej.2018.11.097
10.1016/j.susc.2020.121624
10.1016/j.cej.2018.11.165
10.1016/j.apsusc.2017.05.132
10.3390/nano11123174
10.3390/catal9100806
10.1016/j.jcat.2018.05.009
10.1039/c6cy00319b
10.1021/acsami.0c20554
10.20964/2020.05.14
10.1149/2.010307jes
10.1016/j.cattod.2020.09.003
10.1021/jp4031046
10.1016/j.ssi.2015.12.009
10.1039/c4ee03746d
10.1039/c9ta12090d
10.1016/j.catcom.2013.08.024
10.1039/c3cp53880j
10.1016/j.electacta.2011.04.020
10.1007/s11244-013-0014-5
10.1016/j.enconman.2022.115456
10.1134/S2070050420040091
10.1007/s10853-011-6022-6
10.1016/j.electacta.2016.07.053
10.1039/c1jm10237k
10.1002/celc.202200267
10.1002/ceat.201600572
10.1016/j.apcatb.2013.12.010
10.1007/s10853-019-03634-1
10.1016/j.electacta.2008.12.047
10.1021/acsami.9b01389
10.1016/j.cattod.2015.02.032
10.1134/S0023158420030192
10.1016/j.colsurfa.2017.03.015
10.1016/S1001-0742(9)60193-4
10.1016/j.ijhydene.2020.10.122
10.1016/j.ijhydene.2014.01.156
10.3866/PKU.WHXB201202013
10.1021/acs.langmuir.5b04482
10.1016/j.catcom.2015.07.016
10.1149/1.3570141
10.1016/j.electacta.2015.06.149
10.1088/0957-4484/21/16/165705
10.1021/cm803242m
10.1039/c5nr08013d
10.1016/j.jpowsour.2012.04.061
10.1016/j.apcatb.2016.09.006
10.1016/j.carbon.2015.05.006
10.3390/catal11050579
10.1016/j.micromeso.2019.109758
10.3390/molecules26247444
10.1016/j.apcatb.2014.01.057
10.1021/acscatal.9b01385
10.1002/ente.201600143
10.1002/elan.201900611
10.1016/j.mtadv.2020.100070
10.1016/j.jcis.2009.03.034
10.1016/j.jallcom.2019.153335
10.1002/anie.200601180
10.1016/j.materresbull.2017.03.035
10.1166/sam.2013.1599
10.1021/jp900924s
10.1021/acs.energyfuels.8b02727
10.1039/c1gc15299h
10.1016/j.jelechem.2020.113824
10.1016/j.apcatb.2004.11.020
10.1002/cctc.201000334
10.1016/j.enconman.2019.112214
10.1007/s11581-019-03343-4
10.1016/j.molcata.2010.11.039
